Isolate name	Standardized name	Isolation	Ecological origins	wine_eco	Geographical origins	HO deletion	SSD1_allele	Ploidy	Aneuploidies	Aneuploidy_type	Zygosity	Mean coverage	Clades	Collection / Provider	Reference	heterozygosity	basename	ssd1geno	ssd1het	chr1only
L-1201	BTR	"Heterozygote, 12% Sporulation Efficiency"	Wine	Unknown	"Valle de Ica, Peru"	no	A	2	euploid	Euploid	heterozygous	148	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	11	0.001762734	L_1201	AA	het	FALSE
L-304	BTL	Wine	Wine	Wine	Chile	no	A	2	euploid	Euploid	homozygous	210	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.000169579	L_304	AA	hom	FALSE
L-319	CRH	Wine	Wine	Wine	Chile	no	A	2	euploid	Euploid	heterozygous	228	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.0005522	L_319	AA	hom	FALSE
L-475	BTN	Wine	Wine	Wine	Chile	no	A	2	euploid	Euploid	homozygous	193	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.000176658	L_475	AA	hom	FALSE
L-846	CRG	Wine	Wine	Wine	Chile	no	A	2	euploid	Euploid	heterozygous	213	1. Wine/European	Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.000659257	L_846	AA	hom	FALSE
L-958	BSR	Wine	Wine	Wine	"Mendoza area, Argentina"	no	A	2	euploid	Euploid	heterozygous	151	1. Wine/European	Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.001812907	L_958	AA	het	FALSE
L-960	BSS	Wine	Wine	Wine	"Mendoza area, Argentina"	no	A	2	euploid	Euploid	heterozygous	188	1. Wine/European	Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.001852794	L_960	AA	het	FALSE
L-962	BST	Wine	Wine	Wine	"Mendoza area, Argentina"	no	A	2	euploid	Euploid	homozygous	223	1. Wine/European	Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.000196459	L_962	AA	hom	FALSE
L-982	CQT	Wine	Wine	Wine	Argentina	no	A	2	euploid	Euploid	homozygous	292	1. Wine/European	Pontificia Universidad Catolica de Chile (Claudio Martinez)	Peter	0.000213904	L_982	AA	hom	FALSE
L1528	SACE_GAP	Wine	Wine	Wine	Chile	no	A	2	euploid	Euploid	homozygous	19	1. Wine/European	Universidad de Santiago de Chile (Francisco Cubillos) and Pontificia Universidad Catolica de Chile (Claudio Martinez)	6	7.96E-05	L1528	AA	hom	FALSE
LCBG-3D2	CPM	Agave spp. fermentation during rustic mezcal production	Distillery	Distillery	"Tamaulipas, Mexico"	no	A	2	euploid	Euploid	heterozygous	234	9. Mexican agave	Instituto Politécnico Nacional - Centro de Biotecnología Genómica (Claudia Patricia Larralde Corona)	19	0.002143346	LCBG_3D2	AA	hom	FALSE
LCBG-3D4	CPQ	Agave spp. fermentation during rustic mezcal production	Distillery	Distillery	"Tamaulipas, Mexico"	no	A	2	aneu;+1*11;	Gain	heterozygous	195	9. Mexican agave	Instituto Politécnico Nacional - Centro de Biotecnología Genómica (Claudia Patricia Larralde Corona)	Peter	0.003143705	LCBG_3D4	AA	hom	FALSE
LCBG-3D6	CPI	Agave spp. fermentation during rustic mezcal production	Distillery	Distillery	"Tamaulipas, Mexico"	no	A	2	euploid	Euploid	heterozygous	252	9. Mexican agave	Instituto Politécnico Nacional - Centro de Biotecnología Genómica (Claudia Patricia Larralde Corona)	19	0.002549859	LCBG_3D6	AA	hom	FALSE
LCBG-3Y3	CPN	Agave spp. fermentation during rustic mezcal production	Distillery	Distillery	"Tamaulipas, Mexico"	no	A	2	euploid	Euploid	heterozygous	183	9. Mexican agave	Instituto Politécnico Nacional - Centro de Biotecnología Genómica (Claudia Patricia Larralde Corona)	19	0.003836415	LCBG_3Y3	AA	hom	FALSE
LCBG-3Y8	CPR	Agave spp. fermentation during rustic mezcal production	Distillery	Distillery	"Tamaulipas, Mexico"	no	A	2	aneu;+1*12;	Gain	heterozygous	211	9. Mexican agave	Instituto Politécnico Nacional - Centro de Biotecnología Genómica (Claudia Patricia Larralde Corona)	19	0.003954837	LCBG_3Y8	AA	hom	FALSE
LCBG-4Y3	CPL	Agave spp. fermentation during rustic mezcal production	Distillery	Distillery	"Tamaulipas, Mexico"	no	A	2	euploid	Euploid	heterozygous	248	9. Mexican agave	Instituto Politécnico Nacional - Centro de Biotecnología Genómica (Claudia Patricia Larralde Corona)	Peter	0.002176187	LCBG_4Y3	AA	hom	FALSE
LCBG-Mosca3	CPK	Agave spp. fermentation during rustic mezcal production	Distillery	Distillery	"Tamaulipas, Mexico"	no	A	2	euploid	Euploid	heterozygous	131	9. Mexican agave	Instituto Politécnico Nacional - Centro de Biotecnología Genómica (Claudia Patricia Larralde Corona)	Peter	0.002154586	LCBG_Mosca3	AA	hom	FALSE
Lib39	CGT	Fermenting grape must (white wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	homozygous	264	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.000191591	Lib39	AA	hom	FALSE
Lib51	CGV	Fermenting grape must (sweet wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	heterozygous	187	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.00050471	Lib51	AA	hom	FALSE
Lib52	CHA	Fermenting grape must (sweet wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	homozygous	249	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.000155585	Lib52	AA	hom	FALSE
Lib54	CHB	Fermenting grape must (white wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	heterozygous	246	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.00067562	Lib54	AA	hom	FALSE
Lib61	CHC	Fermenting grape must (red wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	heterozygous	301	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.000444723	Lib61	AA	hom	FALSE
Lib70	CHD	Fermenting grape must (white wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	heterozygous	214	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.001028064	Lib70	AA	het	FALSE
Lib71	CHE	Fermenting grape must (rose wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	heterozygous	202	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.00066198	Lib71	AA	hom	FALSE
Lib73	CHF	Fermenting grape must (red wine)	Wine	Must	Lebanon	no	A	2	euploid	Euploid	heterozygous	210	1. Wine/European	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.001658209	Lib73	AA	hom	FALSE
Lx2	CGK	Unknown	Unknown	Unknown	"Dong Thap, South Vietnam"	no	B	2	euploid	Euploid	heterozygous	253	26. Asian fermentation	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.00074676	Lx2	BB	hom	FALSE
M.14.1	BTV	Cachaça	Distillery	Distillery	Brazil	no	A	2	euploid	Euploid	heterozygous	214	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002280727	M_14_1	AA	hom	FALSE
M.9.1	BTT	Cachaça	Distillery	Distillery	Brazil	no	A	2	euploid	Euploid	heterozygous	188	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002414741	M_9_1	AA	het	FALSE
M1	ASR	Vineyard	Wine	Vineyard	Italy	no	A	2	euploid	Euploid	heterozygous	251	1. Wine/European	Washington University School of Medicine (Justin C Fay)	5	0.001596634	M1	AA	het	FALSE
M1.1	APH	"Cachaça, Muller Industrial"	Distillery	Distillery	"Pirassununga, Sao Paulo, Brazil"	no	A	2	euploid	Euploid	heterozygous	207	3. Brazilian bioethanol	IBB-Unesp (Ana Teresa B. F. Antonangelo )	13	0.002120994	M1_1	AA	hom	FALSE
M22_1b	ADR	Vineyard	Wine	Vineyard	Italy	yes	A	1	euploid	Euploid	homozygous	226	1. Wine/European	Kruglyak Laboratory	1	0.000164837	M22_1b	AA	hom	FALSE
M5	ASS	Vineyard	Wine	Vineyard	Italy	no	A	2	euploid	Euploid	homozygous	204	1. Wine/European	Washington University School of Medicine (Justin C Fay)	5	0.000241691	M5	AA	hom	FALSE
M57	BSL	Wine	Wine	Wine	Italy	no	A	2	euploid	Euploid	heterozygous	217	1. Wine/European	University of Florence (Duccio Cavalieri)	8	0.001106554	M57	AA	het	FALSE
M6	AST	Vineyard	Wine	Vineyard	Italy	no	A	2	euploid	Euploid	heterozygous	177	M. Mosaic	Washington University School of Medicine (Justin C Fay)	5	0.001295881	M6	AA	hom	FALSE
M9	ASV	Vineyard	Wine	Vineyard	Italy	no	A	2	aneu;+1*9;	Gain	heterozygous	181	M. Mosaic	Washington University School of Medicine (Justin C Fay)	5	0.002196742	M9	AA	hom	FALSE
MAJ_A	BDM	Plant material	Nature	Nature	"Majunga, Madagascar"	no	B	2	euploid	Euploid	heterozygous	204	M. Mosaic	National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	Peter	0.002350464	MAJ_A	BB	het	FALSE
MAJ_G	BDN	Plant material	Nature	Nature	"Majunga, Madagascar"	no	A	2	euploid	Euploid	heterozygous	200	6. African beer	National Collection of Yeast Cultures (NCYC)(Stephen A James and Ian Roberts)	Peter	0.000586379	MAJ_G	AA	hom	FALSE
malade 1124/150017	CIV	Feces (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H2"	no	A	2	euploid	Euploid	heterozygous	229	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000347649	CLI_8	AA	hom	FALSE
malade 139287/11_2_1	CKC	Blood (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H2"	no	A	2	euploid	Euploid	heterozygous	163	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000335424	CLI_11	AA	hom	FALSE
malade 141076/11210	CKE	Feces (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H2"	no	A	2	euploid	Euploid	heterozygous	205	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000333392	CLI_13	AA	hom	FALSE
malade 150865/1122	CKF	Feces (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H2"	no	A	2	euploid	Euploid	heterozygous	163	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000320525	CLI_14	AA	hom	FALSE
malade 3285/11-2-4	CKA	Bronchoalveolar lavage (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H3"	no	B	2	euploid	Euploid	heterozygous	183	M. Mosaic	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.002616462	CLI_9	BB	hom	FALSE
malade 459 Labaume	CIT	Blood (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H1"	no	A	2	euploid	Euploid	heterozygous	186	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000314058	CLI_7	AA	hom	FALSE
malade 6441	CIR	Blood (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H6"	no	A	2	euploid	Euploid	heterozygous	179	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000332347	CLI_5	AA	hom	FALSE
malade 6442	CIP	Catheter (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H6"	no	A	2	aneu;-1*3;+1*7;+1*11;+1*16;	Both	heterozygous	179	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000334763	CLI_3	AA	hom	FALSE
malade 6452	CIQ	Blood (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H6"	no	A	2	aneu;-1*3;	Loss	heterozygous	177	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000320672	CLI_4	AA	hom	FALSE
malade 97 138633/11-2-5	CKD	Feces (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H2"	no	A	2	euploid	Euploid	heterozygous	174	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000346083	CLI_12	AA	hom	FALSE
malade 98 1655/125391	CKB	Blood (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H3"	no	A	2	euploid	Euploid	heterozygous	164	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.00033449	CLI_10	AA	hom	FALSE
malade 98 2574	CKM	"Feces, therapy"	"Human, clinical"	"Human, clinical"	"Amiens, France"	no	A	2	euploid	Euploid	heterozygous	197	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000335163	CLI_18	AA	hom	FALSE
malade 98 2601	CKN	"Feces, clinical"	"Human, clinical"	"Human, clinical"	"Amiens, France"	no	B	2	euploid	Euploid	heterozygous	196	M. Mosaic	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.004661976	CLI_19	AB	het	FALSE
malade 98 3161	CKL	"Feces, therapy"	"Human, clinical"	"Human, clinical"	"Amiens, France"	no	A	2	euploid	Euploid	heterozygous	218	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000345284	CLI_17	AA	hom	FALSE
malade 98 3312	CKK	"Feces, clinical"	"Human, clinical"	"Human, clinical"	"Amiens, France"	no	B	4	euploid	Euploid	heterozygous	155	8. Mixed origin	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.006223336	CLI_16	AB	het	FALSE
malade Berchid	CKS	Unknown	"Human, clinical"	"Human, clinical"	France	no	B	4	aneu;+1*15;-1*16;	Both	heterozygous	236	8. Mixed origin	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.006021611	CLI_23	AB	het	FALSE
malade Boisse	CKV	Unknown	"Human, clinical"	"Human, clinical"	France	no	A	2	euploid	Euploid	heterozygous	232	5. French dairy	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.002323667	CLI_25	AA	het	FALSE
malade Broussais	CKP	Unknown	"Human, clinical"	"Human, clinical"	"Paris, France"	no	A	2	euploid	Euploid	heterozygous	203	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000323417	CLI_20	AA	hom	FALSE
malade Darkman	CKR	Unknown	"Human, clinical"	"Human, clinical"	France	no	B	2	aneu;+1*6;	Gain	heterozygous	204	NA	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000843714	CLI_22	BB	hom	FALSE
malade Elbaz 6766	CIS	Therapy isolates (Blood)	"Human, clinical"	"Human, clinical"	"Paris, France, H6"	no	A	2	euploid	Euploid	heterozygous	200	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.00033589	CLI_6	AA	hom	FALSE
malade Fauot	CKT	Unknown	"Human, clinical"	"Human, clinical"	France	no	A	2	euploid	Euploid	heterozygous	222	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000337551	CLI_24	AA	hom	FALSE
malade Hc6553	CIM	Blood (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H6"	no	A	2	aneu;+2*9;	Gain	heterozygous	169	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000334678	CLI_1	AA	hom	FALSE
malade M2402A Necker	CKQ	Feces (therapy isolate)	"Human, clinical"	"Human, clinical"	France	no	A	2	euploid	Euploid	heterozygous	192	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000321851	CLI_21	AA	hom	FALSE
malade Moreau	CLA	Unknown	"Human, clinical"	"Human, clinical"	France	no	B	4	aneu;-1*14;	Loss	heterozygous	195	8. Mixed origin	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.006277765	CLI_26	AB	het	FALSE
malade Pac6436	CIN	Blood (therapy isolate)	"Human, clinical"	"Human, clinical"	"Paris, France, H6"	no	A	2	euploid	Euploid	heterozygous	176	1. Wine/European	"Inserm Université P. M. Curie, Paris, France (Hennequin C.)"	Peter	0.000326518	CLI_2	AA	hom	FALSE
MC10	AIT	Winery surface	Wine	Wine	"Umbria, Italy"	no	A	2	euploid	Euploid	homozygous	237	1. Wine/European	Università politecnica delle Marche (Maurizio Ciani)	4	0.000190866	MC10	AA	hom	FALSE
MC5	AIN	Cooked wine (vino cotto)	Wine	Wine	"Ascoli Piceno, Italy"	no	A	2	euploid	Euploid	heterozygous	218	1. Wine/European	Università politecnica delle Marche (Maurizio Ciani)	Peter	0.000398469	MC5	AA	hom	FALSE
MC6	AIP	Grape	Wine	Fruit	"Umbria, Italy"	no	A	2	aneu;+1*9;	Gain	heterozygous	233	1. Wine/European	Università politecnica delle Marche (Maurizio Ciani)	4	0.000581961	MC6	AA	hom	FALSE
MC7	AIQ	Spontaneous alcoholic fermentation	Fermentation	Fermentation	"Umbria, Italy"	no	A	2	euploid	Euploid	heterozygous	251	1. Wine/European	Università politecnica delle Marche (Maurizio Ciani)	4	0.000849629	MC7	AA	het	FALSE
MC8	AIR	Cooked wine (vino cotto)	Wine	Wine	"Ascoli Piceno, Italy"	no	A	2	euploid	Euploid	homozygous	244	1. Wine/European	Università politecnica delle Marche (Maurizio Ciani)	Peter	0.000197619	MC8	AA	hom	FALSE
Me7	CGI	Unknown	Unknown	Unknown	"Cai Be, South Vietnam"	no	B	2	euploid	Euploid	heterozygous	270	26. Asian fermentation	"INRA Gringnon, France (Nguyen H.V.)"	Peter	0.00134961	Me7	BB	het	FALSE
MTF2546	CQC	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	B	2	euploid	Euploid	heterozygous	259	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.001405206	MTF2546	BB	hom	FALSE
MTF2547	CQD	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	B	2	euploid	Euploid	heterozygous	281	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.001404361	MTF2547	BB	hom	FALSE
MTF2548	CQE	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	215	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.002085717	MTF2548	AA	hom	FALSE
MTF2549	CQF	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	266	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.001410442	MTF2549	AA	hom	FALSE
MTF2550	CQG	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	B	2	euploid	Euploid	heterozygous	231	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.001597356	MTF2550	BB	hom	FALSE
MTF2551	CQH	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	254	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.002033373	MTF2551	AA	hom	FALSE
MTF2552	CQI	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	B	2	euploid	Euploid	heterozygous	268	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.00190856	MTF2552	BB	hom	FALSE
MTF2553	CQK	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	298	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.001529154	MTF2553	AA	hom	FALSE
MTF2554	CQL	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	215	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.002235222	MTF2554	AA	hom	FALSE
MTF2555	CQM	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	272	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.00229829	MTF2555	AA	hom	FALSE
MTF2556	CQN	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	222	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.001708613	MTF2556	AA	hom	FALSE
MTF2557	CQP	Cocoa bean fermentation	Fermentation	Fermentation	West Africa	no	A	2	euploid	Euploid	heterozygous	286	12. West African cocoa	The Royal Veterinary and Agricultural University (Lene Jespersen)	21	0.001353754	MTF2557	AA	hom	FALSE
MUCL_30909-2C	CEQ	Cassava	Fermentation	Fermentation	Burundi	no	A	2	euploid	Euploid	homozygous	161	M. Mosaic	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000358843	MUCL_30909_2C	AA	hom	FALSE
N134:7-1(a)	CET	Maize dough	Bakery	Bakery	Ghana	no	A	2	aneu;-1*9;	Loss	homozygous	232	6. African beer	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000222829	N134_7_1_a_	AA	hom	FALSE
N159.01-2B	CDH	Exudate of Quercus mongolica	Tree	Tree	"Botanical garden, Blagoveshchensk, Russia"	no	B	2	euploid	Euploid	homozygous	201	22. Far East Russian	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000344308	N159_01_2B	BB	hom	FALSE
N163.01-5A	CDI	Exudate of Quercus mongolica	Tree	Tree	"Botanical garden, Blagoveshchensk, Russia"	no	B	2	euploid	Euploid	homozygous	185	22. Far East Russian	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000336601	N163_01_5A	BB	hom	FALSE
N19-1C	CCL	Exudate of Quercus sp.	Tree	Tree	"Gelendzhik region, Caucasus, Russia"	no	A	2	euploid	Euploid	homozygous	298	4. Mediterranean oak	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000292712	N19_1C	AA	hom	FALSE
N22.00-5D	CDF	Fruit of Grataegus dachurica	Fruit	Fruit	"Botanical garden, Blagoveshchensk, Russia"	no	B	2	euploid	Euploid	homozygous	224	22. Far East Russian	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000338201	N22_00_5D	BB	hom	FALSE
N26-1-10:7-5(a)	CES	Maize dough	Bakery	Bakery	Ghana	no	A	2	aneu;-1*1;	1only	homozygous	143	6. African beer	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000195849	N26_1_10_7_5_a	AA	hom	TRUE
N3.00-7A	CDG	Grape berries of wild Vitus amurensis	Wine	Fruit	"Botanical garden, Blagoveshchensk, Russia"	no	B	2	euploid	Euploid	homozygous	269	22. Far East Russian	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000351522	N3_00_7A	BB	hom	FALSE
N34:2-4(a)	CER	Maize dough	Bakery	Bakery	Ghana	no	A	2	euploid	Euploid	homozygous	229	6. African beer	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000194622	N34_2_4_a	AA	hom	FALSE
N37-1A	CDC	Exudate of Quercus robur	Tree	Tree	"Botanical Garden, Novosibirsk, Siberia, Russia"	no	B	2	aneu;-1*5;	Loss	homozygous	234	M. Mosaic	State Research Institute of Genetics and Selection of Industrial Microorganisms (Naumov G.I.)	Peter	0.000313893	N37_1A	BB	hom	FALSE
